,typ,iLTs,ACR,net_delay,mouse_clicks,subject
92,map,"1556622541228:8278,1556622550503:7706,1556622570548:6855",2,850ms,"-9:Down:1556622545617:94:156:0,up:1556622545787:94-156:0,-9:Down:1556622560967:570:348:0,up:1556622561660:558-436:0,-9:Down:1556622566148:640:476:0,up:1556622567204:418-264:0,-9:Down:1556622571198:670:244:0,up:1556622571996:678-445:0,-9:Down:1556622576035:584:714:0,up:1556622576211:584-714:0,-9:Down:1556622577084:545:780:0,up:1556622577179:545-780:0,6855:Down:1556622577851:541:786:0,up:1556622578003:541-786:0,6855:Down:1556622578572:621:817:0,up:1556622578747:621-817:0",6
93,sat,"1556622578898:714,1556622590646:597,1556622596007:646,1556622597319:1039,1556622598787:357,1556622599802:249,1556622600954:114",3,1ms,"714:Down:1556622586057:99:160:0,up:1556622586204:99-160:0,up:1556622596003:94-75:0,up:1556622597315:94-75:0,1039:Down:1556622598469:837:243:0,up:1556622599013:545-598:0,357:Down:1556622599495:724:427:0,up:1556622600212:510-620:0,249:Down:1556622600668:655:420:0,up:1556622601948:465-683:0,114:Down:1556622603859:591:719:0,up:1556622604067:591-719:0,114:Down:1556622605531:611:786:0,up:1556622605747:611-786:0,114:Down:1556622606372:630:826:0,up:1556622606531:630-826:0",6
94,sat,"1556622606546:13238,1556622627884:13232,1556622670664",1,1100ms,"13238:Down:1556622623399:100:159:0,up:1556622623547:100-159:0,up:1556622643035:93-85:0,up:1556622643555:93-85:0,-9:Down:1556622648620:746:265:0,up:1556622649061:385-723:0,-9:Down:1556622649508:639:430:0,up:1556622649981:379-754:0,up:1556622669491:104-111:0,up:1556622670419:107-112:0,-9:Down:1556622671971:584:718:0,up:1556622672115:584-718:0,-9:Down:1556622673284:471:778:0,up:1556622673427:471-777:0,-9:Down:1556622674172:678:826:0,up:1556622674331:678-826:0",6
95,sat,"1556622674606:16949,1556622698187:18070,1556622725685",1,1500ms,"16949:Down:1556622694216:94:154:0,up:1556622694331:94-154:0,up:1556622717251:94-84:0,up:1556622717931:94-84:0,-9:Down:1556622724989:640:187:0,up:1556622725908:144-918:0,-9:Down:1556622744004:647:721:0,up:1556622744162:647-721:0,-9:Down:1556622745372:470:777:0,up:1556622745491:470-777:0,-9:Down:1556622746235:663:826:0,up:1556622746387:663-826:0",6
96,sat,"1556622746399:1357,1556622753538:1345,1556622758144:1835,1556622794439:1,1556622800710:0,1556622806889:471,1556622807941:933,1556622809758:472,1556622835857:1321",4,110ms,"1357:Down:1556622749095:100:159:0,up:1556622749211:100-159:0,up:1556622757747:97-85:0,up:1556622758139:97-85:0,up:1556622759363:97-85:0,1835:Down:1556622761293:980:319:0,up:1556622784644:901-440:0,up:1556622786251:97-80:0,up:1556622786795:97-88:0,-9:Down:1556622792669:683:600:0,up:1556622806971:648-768:0,471:Down:1556622807596:964:359:0,up:1556622808443:743-658:0,933:Down:1556622809243:879:356:0,up:1556622810059:704-629:0,472:Down:1556622831644:587:717:0,up:1556622831850:589-723:0,up:1556622834858:99-118:0,up:1556622835603:97-119:0,1321:Down:1556622838068:667:777:0,up:1556622838234:667-777:0,1321:Down:1556622838715:651:829:0,up:1556622838842:651-829:0",6
97,sat,"1556622839114:2468,1556622848652:2452,1556622854951:3342,1556622858574:836,1556622860198:1623,1556622862167:1419,1556622869680:3046",3,200ms,"2468:Down:1556622842327:93:161:0,up:1556622842458:93-161:0,up:1556622854346:94-84:0,up:1556622854946:94-84:0,-9:Down:1556622858284:897:325:0,up:1556622858812:700-710:0,836:Down:1556622859852:864:341:0,up:1556622860644:620-615:0,-9:Down:1556622861781:687:341:0,up:1556622862500:624-472:0,up:1556622868603:96-108:0,up:1556622869411:96-108:0,3046:Down:1556622873707:583:721:0,up:1556622873883:583-721:0,3046:Down:1556622879756:606:779:0,up:1556622879931:606-779:0,3046:Down:1556622880476:629:826:0,up:1556622880635:629-826:0",6
98,sat,"1556622880909:9968,1556622895080:10261,1556622933973:4,1556622934222",3,850ms,"-9:Down:1556622890312:102:161:0,up:1556622890523:102-161:0,up:1556622914283:99-80:0,up:1556622914835:99-80:0,up:1556622918995:98-81:0,-9:Down:1556622919892:865:300:0,up:1556622920387:400-806:0,-9:Down:1556622920883:773:319:0,up:1556622921347:606-637:0,up:1556622933491:106-112:0,up:1556622933971:106-112:0,-9:Down:1556622936563:585:717:0,up:1556622936706:585-717:0,-9:Down:1556622937652:608:784:0,up:1556622937786:608-784:0,-9:Down:1556622938156:634:829:0,up:1556622938282:634-829:0",6
99,sat,"1556622958558:24093,1556622987785",1,2000ms,"-9:Down:1556622953940:91:161:0,up:1556622954114:91-161:0,up:1556622954666:149-163:0,up:1556622983258:109-82:0,up:1556622983818:103-77:0,up:1556622984571:102-77:0,-9:Down:1556622985498:1048:368:0,up:1556622985931:768-666:0,-9:Down:1556622986326:969:332:0,up:1556622986995:562-699:0,-9:Down:1556622987516:673:439:0,up:1556622987907:610-649:0,-9:Down:1556622998404:651:716:0,up:1556622998554:651-716:0,-9:Down:1556622999933:471:776:0,up:1556623000074:471-776:0,-9:Down:1556623000563:639:826:0,up:1556623000706:640-826:0",6
100,sat,"1556623000720:5014,1556623007959:4839,1556623021299:6501,1556623029302:4,1556623029565:2571",3,400ms,"-9:Down:1556623004005:90:161:0,up:1556623004114:90-161:0,up:1556623014666:96-88:0,up:1556623015298:96-88:0,up:1556623016738:96-88:0,-9:Down:1556623019004:724:186:0,up:1556623020275:471-551:0,-9:Down:1556623020835:831:156:0,up:1556623021355:563-535:0,-9:Down:1556623022054:604:412:0,up:1556623022579:552-506:0,-9:Down:1556623026069:550:364:0,up:1556623026427:540-404:0,up:1556623028330:106-115:0,up:1556623029298:106-115:0,2571:Down:1556623038732:586:722:0,up:1556623038915:586-722:0,2571:Down:1556623048683:607:782:0,up:1556623049155:607-782:0,2571:Down:1556623051708:646:832:0,up:1556623051883:646-832:0",6
101,sat,"1556623052155:6965,1556623060127:7240,1556623087670:5,1556623087925:2770",3,600ms,"-9:Down:1556623055453:96:153:0,up:1556623055611:96-153:0,up:1556623068346:89-74:0,up:1556623068938:89-74:0,-9:Down:1556623075733:830:261:0,up:1556623077019:588-475:0,-9:Down:1556623077763:766:206:0,up:1556623078860:511-610:0,-9:Down:1556623083334:702:278:0,up:1556623084028:649-444:0,up:1556623086707:96-114:0,up:1556623087666:96-115:0,2770:Down:1556623090885:587:717:0,up:1556623091067:587-717:0,2770:Down:1556623092732:609:780:0,up:1556623092866:609-780:0,2770:Down:1556623093420:643:833:0,up:1556623093578:644-833:0",6
102,map,1556627530493:20079,3,2000ms,"0:Down:1556627548019:478:551:0,up:1556627548157:478-551:0,20079:Down:1556627553605:586:722:0,up:1556627553708:586-722:0,20079:Down:1556627562654:605:782:0,up:1556627562756:605-782:0,20079:Down:1556627564973:613:819:0,up:1556627565092:613-819:0",7
103,map,"1556627565104:7140,1556627593933:5475",4,600ms,"-9:Down:1556627571653:104:165:0,up:1556627571732:104-165:0,-9:Down:1556627596573:584:720:0,up:1556627596646:584-720:0,-9:Down:1556627599141:666:785:0,up:1556627599228:666-785:0,5475:Down:1556627599742:672:831:0,up:1556627599812:672-831:0",7
104,map,"1556627600071:1133,1556627613997:686",4,110ms,"1133:Down:1556627604601:114:172:0,up:1556627608812:114-172:0,686:Down:1556627619454:589:723:0,up:1556627619564:589-723:0,686:Down:1556627620757:666:786:0,up:1556627620829:666-786:0,686:Down:1556627621516:648:824:0,up:1556627621604:648-824:0",7
105,map,1556627621870:14776,1,1500ms,"-9:Down:1556627635409:591:722:0,up:1556627635508:591-722:0,14776:Down:1556627637007:669:788:0,up:1556627637108:666-789:0,14776:Down:1556627637684:660:827:0,up:1556627637795:657-827:0",7
106,map,"1556627637803:156,1556627640227:205,1556627641713:31,1556627642577:245,1556627643266:21,1556627643794:164,1556627645234:83,1556627649639:56,1556627654705:34,1556627654907:14,1556627655309:15,1556627655955:10,1556627656357:69,1556627657163:47,1556627657754:41,1556627657860:38,1556627658715:204,1556627658969:255,1556627659895:142,1556627660139:50,1556627660861:56,1556627662841:34,1556627663245:97",3,1ms,"205:Down:1556627641239:642:369:0,up:1556627641957:613-477:0,245:Down:1556627643037:596:199:0,up:1556627643364:593-483:0,164:Down:1556627644341:577:384:0,up:1556627644700:597-544:0,56:Down:1556627650300:631:506:0,up:1556627650788:633-443:0,56:Down:1556627654044:703:279:0,up:1556627654356:649-541:0,56:Down:1556627654636:715:267:0,up:1556627654910:639-573:0,14:Down:1556627655157:762:334:0,up:1556627655461:606-554:0,15:Down:1556627655742:752:294:0,up:1556627656028:690-574:0,10:Down:1556627656310:694:326:0,up:1556627656612:697-571:0,69:Down:1556627656902:588:361:0,up:1556627657221:715-533:0,47:Down:1556627657500:632:344:0,up:1556627657862:874-539:0,38:Down:1556627658133:778:383:0,up:1556627658388:900-523:0,50:Down:1556627660550:830:505:0,up:1556627661076:720-221:0,56:Down:1556627662574:753:539:0,up:1556627662860:551-529:0,97:Down:1556627665093:586:721:0,up:1556627665155:586-721:0,97:Down:1556627666404:610:782:0,up:1556627666499:610-782:0,97:Down:1556627666948:623:821:0,up:1556627667028:623-823:0",7
107,map,"1556627669932:3704,1556627693882:2556,1556627707059:2030",4,400ms,"3704:Down:1556627691945:534:373:0,up:1556627692468:511-436:0,-9:Down:1556627695382:457:605:0,up:1556627695476:456-605:0,2556:Down:1556627697216:761:128:0,up:1556627697324:761-128:0,-9:Down:1556627705482:702:244:0,up:1556627705861:618-381:0,-9:Down:1556627706173:634:277:0,up:1556627706508:584-427:0,-9:Down:1556627706821:632:318:0,up:1556627707173:563-464:0,-9:Down:1556627708629:586:722:0,up:1556627708709:585-723:0,2030:Down:1556627711965:674:786:0,up:1556627712068:674-786:0,2030:Down:1556627712543:651:827:0,up:1556627712612:650-828:0",7
108,map,1556627712625:11110,2,1100ms,"11110:Down:1556627736869:581:716:0,up:1556627736972:589-720:0,11110:Down:1556627737909:678:788:0,up:1556627738020:678-788:0,11110:Down:1556627738629:654:831:0,up:1556627738724:654-831:0",7
109,map,1556627738731:8542,4,850ms,"8542:Down:1556627759517:586:719:0,up:1556627759667:586-719:0,8542:Down:1556627760604:670:784:0,up:1556627760747:668-783:0,8542:Down:1556627761269:635:829:0,up:1556627761428:635-829:0",7
110,map,1556627783160,4,1800ms,"-9:Down:1556627769649:593:479:0,up:1556627769988:638-306:0,-9:Down:1556627776309:643:390:0,up:1556627776692:628-299:0,-9:Down:1556627780894:651:409:0,up:1556627781292:645-338:0,-9:Down:1556627782902:658:314:0,up:1556627783236:615-543:0,-9:Down:1556627783526:615:374:0,up:1556627783828:598-563:0,-9:Down:1556627789331:586:721:0,up:1556627789419:586-721:0,-9:Down:1556627791243:666:786:0,up:1556627791363:666-786:0,-9:Down:1556627791892:648:832:0,up:1556627792067:648-832:0",7
111,sat,1556627812608,3,2000ms,"0:Down:1556627794804:583:715:0,up:1556627794932:583-715:0,-9:Down:1556627803589:621:412:0,up:1556627803964:325-470:0,-9:Down:1556627805564:670:786:0,up:1556627805715:670-786:0,-9:Down:1556627810531:608:782:0,up:1556627810643:608-782:0,-9:Down:1556627812364:624:404:0,up:1556627812724:468-546:0,-9:Down:1556627813053:520:426:0,up:1556627813316:479-478:0,-9:Down:1556627821155:672:781:0,up:1556627821283:672-781:0,-9:Down:1556627823220:603:786:0,up:1556627823339:603-786:0,-9:Down:1556627823828:624:826:0,up:1556627823987:621-826:0",7
112,sat,"1556627826018:1360,1556627829923:1930,1556627834279:1347,1556627852223:486,1556627853151:459,1556627854420:784,1556627855472:493",4,110ms,"-9:Down:1556627830614:95:158:0,up:1556627830747:95-158:0,up:1556627831659:102-158:0,up:1556627834275:107-191:0,1347:Down:1556627842085:643:343:0,up:1556627842211:643-343:0,1347:Down:1556627843304:792:99:0,up:1556627843403:792-99:0,-9:Down:1556627851768:876:241:0,up:1556627852236:779-402:0,-9:Down:1556627852516:829:311:0,up:1556627852820:749-482:0,486:Down:1556627853061:800:339:0,up:1556627853309:739-510:0,459:Down:1556627854171:785:286:0,up:1556627854460:718-463:0,784:Down:1556627855238:705:227:0,up:1556627855540:692-469:0,493:Down:1556627860060:664:507:0,up:1556627860476:683-305:0,493:Down:1556627860740:688:439:0,up:1556627861476:681-414:0,493:Down:1556627862172:592:722:0,up:1556627862291:592-722:0,493:Down:1556627863157:671:783:0,up:1556627863275:670-786:0,493:Down:1556627863812:659:830:0,up:1556627863947:658-830:0",7
113,sat,"1556627863960:10357,1556627875299",3,850ms,"-9:Down:1556627880019:584:718:0,up:1556627880171:584-718:0,-9:Down:1556627881276:606:784:0,up:1556627881411:606-784:0,-9:Down:1556627882188:632:828:0,up:1556627882347:632-828:0",7
114,sat,"1556627885781:5273,1556627893331:6517",4,400ms,"-9:Down:1556627885989:601:335:0,up:1556627886484:531-449:0,-9:Down:1556627892237:792:311:0,up:1556627892508:727-431:0,-9:Down:1556627893748:818:254:0,up:1556627894036:799-448:0,-9:Down:1556627897339:587:719:0,up:1556627897482:587-719:0,-9:Down:1556627899196:669:788:0,up:1556627899339:669-788:0,6517:Down:1556627899851:647:821:0,up:1556627900019:646-821:0",7
115,sat,1556627919553,3,1500ms,"-9:Down:1556627913108:555:427:0,up:1556627913436:374-560:0,-9:Down:1556627914595:791:233:0,up:1556627914916:626-576:0,-9:Down:1556627916700:743:199:0,up:1556627916979:644-599:0,-9:Down:1556627917246:752:251:0,up:1556627917470:671-567:0,-9:Down:1556627917750:761:286:0,up:1556627917980:656-529:0,-9:Down:1556627918885:704:328:0,up:1556627919164:667-460:0,-9:Down:1556627922387:580:718:0,up:1556627922507:580-718:0,-9:Down:1556627930276:605:781:0,up:1556627930387:605-781:0,-9:Down:1556627931116:630:821:0,up:1556627931275:630-821:0",7
116,sat,"1556627944864:2443,1556627947566:8479",4,600ms,"-9:Down:1556627936516:620:462:0,up:1556627936942:736-339:0,-9:Down:1556627944588:611:446:0,up:1556627945004:616-346:0,-9:Down:1556627945616:609:371:0,up:1556627946116:603-287:0,-9:Down:1556627948412:612:194:1,up:1556627948764:623-400:1,-9:Down:1556627953707:586:726:0,up:1556627953836:586-726:0,-9:Down:1556627955427:669:785:0,up:1556627955579:669-785:0,8479:Down:1556627956524:633:831:0,up:1556627956683:633-831:0",7
117,sat,1556627973265,3,1100ms,"-9:Down:1556627972349:559:403:0,up:1556627972741:580-548:0,-9:Down:1556627973019:695:311:0,up:1556627974116:678-396:0,-9:Down:1556627985675:586:723:0,up:1556627985803:586-723:0,-9:Down:1556627986427:602:781:0,up:1556627986571:602-781:0,-9:Down:1556627986963:617:831:0,up:1556627987131:617-831:0",7
118,sat,1556627993702:3268,4,200ms,"-9:Down:1556627992124:723:418:0,up:1556627992452:669-259:0,-9:Down:1556627993468:727:455:0,up:1556627993788:697-235:0,-9:Down:1556627995715:585:722:0,up:1556627995867:585-722:0,-9:Down:1556627996819:671:786:0,up:1556627996979:671-786:0,3268:Down:1556627997604:644:830:0,up:1556627997772:644-830:0",7
119,sat,"1556627997782:480,1556628004056:605,1556628006938:487,1556628008908:595,1556628010197:13,1556628013412:772,1556628016878:204,1556628018200:198,1556628018813:111,1556628019684:97",4,1ms,"605:Down:1556628004973:655:393:0,up:1556628005091:655-393:0,487:Down:1556628007534:609:505:0,up:1556628008006:629-438:0,595:Down:1556628009958:611:422:0,up:1556628010588:485-404:0,13:Down:1556628012772:578:316:0,up:1556628012827:578-316:0,-9:Down:1556628013996:451:457:0,up:1556628014292:599-318:0,772:Down:1556628015892:563:383:0,up:1556628016220:537-507:0,772:Down:1556628016644:654:399:0,up:1556628016988:540-513:0,204:Down:1556628017348:668:382:0,up:1556628017652:552-529:0,204:Down:1556628017940:701:374:0,up:1556628018252:549-575:0,198:Down:1556628018588:723:363:0,up:1556628018893:620-497:0,111:Down:1556628019268:696:244:0,up:1556628019686:687-475:0,97:Down:1556628021243:583:721:0,up:1556628021379:584-721:0,97:Down:1556628022828:667:783:0,up:1556628022987:667-783:0,97:Down:1556628023627:647:828:0,up:1556628023819:647-828:0",7
120,map,"1556627039275:169,1556627048866:156,1556627052415:88,1556627053432:95,1556627058791:36,1556627059036:14,1556627059169:25,1556627059421:60,1556627060976:39,1556627063519:89,1556627063943:69",5,1ms,"169:Down:1556627044706:105:153:0,up:1556627044807:105-153:0,up:1556627052412:94-83:0,up:1556627053428:94-83:0,up:1556627055508:94-83:0,up:1556627058788:90-120:0,up:1556627059164:90-120:0,60:Down:1556627060686:665:198:0,up:1556627061333:570-459:0,up:1556627063516:104-90:0,up:1556627063940:104-90:0,69:Down:1556627066484:588:719:0,up:1556627066596:588-719:0,69:Down:1556627070076:670:786:0,up:1556627070164:670-786:0,69:Down:1556627071596:738:780:0,up:1556627071684:738-780:0,69:Down:1556627072180:658:839:0,up:1556627072276:658-839:0",8
121,map,"1556627072291:2902,1556627081554:3641,1556627090552:3269,1556627094351:1655,1556627096198:1642,1556627100116:1965",2,400ms,"2902:Down:1556627076654:105:160:0,up:1556627076764:105-160:0,up:1556627077684:168-167:0,up:1556627081300:164-187:0,up:1556627090132:103-90:0,up:1556627090548:103-90:0,-9:Down:1556627093079:715:272:0,up:1556627093517:496-446:0,3269:Down:1556627094111:685:277:0,up:1556627094598:500-500:0,-9:Down:1556627095948:718:328:0,up:1556627096277:521-547:0,up:1556627098812:104-124:0,-9:Down:1556627099885:529:266:0,up:1556627102301:617-288:0,1965:Down:1556627103876:540:785:0,up:1556627104004:540-785:0,1965:Down:1556627105572:584:722:0,up:1556627105717:584-722:0,1965:Down:1556627106372:607:830:0,up:1556627106484:607-830:0",8
122,map,"1556627106493:5915,1556627121411:2065",2,600ms,"up:1556627113980:95-84:0,up:1556627115236:95-84:0,up:1556627116156:95-84:0,up:1556627116732:95-84:0,-9:Down:1556627119989:576:275:0,up:1556627121941:469-429:0,2065:Down:1556627126525:587:721:0,up:1556627126628:587-721:0,2065:Down:1556627128332:543:787:0,up:1556627128436:543-787:0,2065:Down:1556627129084:600:829:0,up:1556627129180:600-829:0",8
123,map,"1556627129452:1105,1556627135805:640,1556627138823:462,1556627140227:243",4,110ms,"up:1556627132204:98-82:0,up:1556627132940:98-82:0,up:1556627133492:98-82:0,up:1556627134716:98-82:0,up:1556627135300:98-82:0,up:1556627135788:98-82:0,up:1556627136612:98-82:0,640:Down:1556627138589:374:234:0,up:1556627138917:139-485:0,-9:Down:1556627139132:579:213:0,up:1556627139349:448-377:0,462:Down:1556627140012:564:187:0,up:1556627140238:563-441:0,243:Down:1556627141598:559:398:0,up:1556627141941:589-200:0,243:Down:1556627143565:581:720:0,up:1556627143668:581-720:0,243:Down:1556627144493:670:784:0,up:1556627144596:670-784:0,243:Down:1556627144964:662:836:0,up:1556627145060:662-836:0",8
124,map,1556627145071,1,2000ms,"-9:Down:1556627154596:652:722:0,up:1556627154692:652-722:0,-9:Down:1556627155836:464:786:0,up:1556627155956:464-786:0,-9:Down:1556627156348:477:785:0,up:1556627156452:477-785:0,-9:Down:1556627157044:628:829:0,up:1556627157148:628-829:0",8
125,map,1556627167048,1,1500ms,"up:1556627164557:98-91:0,up:1556627165444:98-91:0,up:1556627166156:98-91:0,up:1556627167044:98-91:0,-9:Down:1556627171063:650:721:0,up:1556627171164:650-721:0,-9:Down:1556627171997:474:784:0,up:1556627172100:474-784:0,-9:Down:1556627172685:622:836:0,up:1556627172780:622-836:0",8
126,map,1556627179152,2,850ms,"up:1556627176868:97-80:0,up:1556627177292:97-80:0,up:1556627177668:97-80:0,up:1556627179148:97-80:0,-9:Down:1556627184004:649:720:0,up:1556627184108:649-720:0,-9:Down:1556627184957:535:785:0,up:1556627185052:535-785:0,-9:Down:1556627185422:660:846:0,up:1556627185532:660-846:0,-9:Down:1556627186012:614:834:0,up:1556627186116:614-834:0",8
127,map,1556627193648,2,1100ms,"up:1556627191300:99-85:0,up:1556627192060:99-85:0,up:1556627192572:99-85:0,up:1556627193644:99-85:0,-9:Down:1556627197588:583:718:0,up:1556627197692:583-718:0,-9:Down:1556627198589:538:784:0,up:1556627198684:538-784:0,-9:Down:1556627199182:614:833:0,up:1556627199276:614-833:0",8
